sku,precio,categorias,nombre,descripcion,medidas,imagenes_url
PS22647-SO 111,$182.91 ,Tech,LAMPE,Lámpara para escritorio negra con organizador y cargador Wireless para smartphones compatibles con tecnología Qi. Incluye cargador tipo usb.,42.5cm x 11.8cm,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSW3tAQdXc206BHfHPikuUwWu_Rn_bnqOFtDw&s
PS22642-O 105,$45.94 ,Libretas,COUTO,Libreta de poliuretano con hojas de raya y bambú que sirve cómo soporte para celular. ,21cm x 14.5cm,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSW3tAQdXc206BHfHPikuUwWu_Rn_bnqOFtDw&s
PS22645-SO 108,$39.38 ,Accesorios,NOVA,"Soporte para smartphone o tablet con diseño plegable de dos brazos, ideal para ajustar en diferentes posiciones.",7cm x 4.2cm,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSW3tAQdXc206BHfHPikuUwWu_Rn_bnqOFtDw&s
PS22638-O 100,$43.97 ,Libretas,COLOREX,"Cuaderno de doble espiral metálico con 50 hojas de cuadro chico, incluye notas adheribles de diferentes colores / tamaños y regla cuadriculada.",29.5cm x 21cm,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSW3tAQdXc206BHfHPikuUwWu_Rn_bnqOFtDw&s
PS22628-MK 042,$24.56 ,Llaveros,LAR,"Llavero de metal en forma de casa, placa sólida y silueta girable con arillo reforzado.",6.8cm x 4cm,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSW3tAQdXc206BHfHPikuUwWu_Rn_bnqOFtDw&s
PS22629-MK 043,$27.47 ,Bebidas,SODA,Llavero metálico con 3 argollas desmontables.,6.8cm x 4cm,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSW3tAQdXc206BHfHPikuUwWu_Rn_bnqOFtDw&s
PS22631-MK 045,$14.16 ,Llaveros,SURO,Llavero de corcho con arillo metálico forma cilíndrica.,4.5cm x 2cm,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSW3tAQdXc206BHfHPikuUwWu_Rn_bnqOFtDw&s
PS22627-MK 041,$32.34 ,Llaveros,REBOQUE,Llavero metálico en forma de tráiler con arillo reforzado.,2.8cm x 11.1cm,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSW3tAQdXc206BHfHPikuUwWu_Rn_bnqOFtDw&s
PS22622-MK 036,$17.34 ,Llaveros,HATI,Llavero metálico en forma de corazón con arillo reforzado.,7cm x 3.7cm,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSW3tAQdXc206BHfHPikuUwWu_Rn_bnqOFtDw&s
PS22618-LR 22031,$6.77 ,Bolígrafos,TEAM,"Bolígrafo con clip de plástico, mecanismo de click y tinta de gel.",14.5cm x 1.1cm,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSW3tAQdXc206BHfHPikuUwWu_Rn_bnqOFtDw&s
PS22619-MA 009,$42.09 ,Mascota,GUAU,"Plato de plástico cuadrado con elementos de hueso y huella de perro en los laterales, cuenta con pieza de aluminio removible.",5.8cm x 14cm,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSW3tAQdXc206BHfHPikuUwWu_Rn_bnqOFtDw&s
PS22620-MK 034,$23.72 ,Casa,RUMAH,Llavero metálico con frente de madera en forma de casa y arillo reforzado.,7.1cm x 4cm,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSW3tAQdXc206BHfHPikuUwWu_Rn_bnqOFtDw&s
PS22614-LON 036,$148.13 ,Hieleras,TAO,"Hielera rectangular con 2 compartimentos, asas superiores, interior impermeable plastificado y cierre.",34cm x 55cm,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSW3tAQdXc206BHfHPikuUwWu_Rn_bnqOFtDw&s
PS22615-LON 037,$120.94 ,Loncheras,SIMBA,"Lonchera con interior plastificado, bolsa frontal con cierre, asas y correa ajustable.",27cm x 22cm,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSW3tAQdXc206BHfHPikuUwWu_Rn_bnqOFtDw&s
PS22616-LON 038,$173.81 ,Hieleras,OLAF,"Hielera rectangular con interior impermeable plastificado con cierre, 2 asas, 2 mallas laterales, compartimento frontal y correa ajustable.",27cm x 31.5cm,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSW3tAQdXc206BHfHPikuUwWu_Rn_bnqOFtDw&s
PS22608-LE 036,$23.62 ,Libretas,SUKU,"Block de notas ecológico con 100 hojas blancas, notas adhesivas y bolígrafo.",11.5cm x 15cm,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSW3tAQdXc206BHfHPikuUwWu_Rn_bnqOFtDw&s
PS22602-HR 046,$191.63 ,Herramientas,BLADE,"Desarmador 13 en 1, cuerpo de plástico con lampara y flexómetro, utiliza 3 baterías LR44 (No incluidas).",15.1cm x 3.8cm,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSW3tAQdXc206BHfHPikuUwWu_Rn_bnqOFtDw&s
PS22604-LE 032,$58.97 ,Sets Oficina,LINE,"Set ecológico incluye: block de notas con 40 hojas rayadas, notas adhesivas, sobre con ranura porta tarjeta, sacapuntas, goma, 2 lápices, pluma y regla de madera.",21cm x 15.2cm,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSW3tAQdXc206BHfHPikuUwWu_Rn_bnqOFtDw&s
PS22599-HR 043,$69.84 ,Outdoor,HELIOS,"Lámpara con luz led, doble asa y encendido automático. Incluye 3 baterías AA.",18cm x 8.7cm,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSW3tAQdXc206BHfHPikuUwWu_Rn_bnqOFtDw&s
PS22591-HO 129,$77.58 ,Recipiente,JULIANA,Contenedor de vidrio con tapa de bambú. Capacidad:640 ml.,6cm x 16.95cm,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSW3tAQdXc206BHfHPikuUwWu_Rn_bnqOFtDw&s
PS22592-HO 130,$120.94 ,Bebidas,VERMUT,Set de licorera acabado mate que incluye 2 shots y 1 embudo.,4.4cm x 19.5cm,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSW3tAQdXc206BHfHPikuUwWu_Rn_bnqOFtDw&s
PS22593-HO 131,$109.97 ,Bar,CHAMP,Set de licorera que incluye embudo.,12.1cm x 9.5cm,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSW3tAQdXc206BHfHPikuUwWu_Rn_bnqOFtDw&s
PS22587-HO 125,$117.38 ,Hieleras,BADOIT,Hielera circular de acrílico con doble asa y capacidad para 5 litros.,21.6cm x 21.2cm,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSW3tAQdXc206BHfHPikuUwWu_Rn_bnqOFtDw&s
PS22590-HO 128,$12.09 ,Bebidas,VOSS,Destapador tipo ficha con doble imán y abre botellas de rosca.,7.7cm x 7.7cm,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSW3tAQdXc206BHfHPikuUwWu_Rn_bnqOFtDw&s
PS22586-HO 124,$173.06 ,Casa,PINO,"Humidificador 3 en 1. Incluye difusor, luz de noche, mini ventilador intercambiable y cable de carga.",9.9cm x 9.8cm,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSW3tAQdXc206BHfHPikuUwWu_Rn_bnqOFtDw&s
PS22583-HO 121,$24.09 ,Casa,VINOTECA,Porta botella ecologica de kraft laminada con asas.,30.5cm x 12.7cm,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSW3tAQdXc206BHfHPikuUwWu_Rn_bnqOFtDw&s
PS22577-HO 115,$87.19 ,Cocina,FOOD,"Contenedor de alimentos de plástico, con asas superiores, clips de seguridad y compartimento para cuchara y tenedor.",8cm x 19.5cm,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSW3tAQdXc206BHfHPikuUwWu_Rn_bnqOFtDw&s
PS22574-HO 112,$67.25 ,Cocina,GARAT,Tabla para cortar de madera con orificio en parte superior.,30cm x 20cm,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSW3tAQdXc206BHfHPikuUwWu_Rn_bnqOFtDw&s
PS22575-HO 113,$11.25 ,Cubiertos,SCOTT,"Set de cubiertos wheat straw desarmables. Incluye cuchara, tenedor y cuchillo.",2.1cm x 11cm,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSW3tAQdXc206BHfHPikuUwWu_Rn_bnqOFtDw&s
PS22569-HO 106,$104.53 ,Tazas,CANELA,Taza de cerámica con asa.,10cm x 8.2cm,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSW3tAQdXc206BHfHPikuUwWu_Rn_bnqOFtDw&s
PS22571-HO 109,$44.91 ,Bar,OPENER,Destapador metálico a presión.,8.5cm x 5.2cm,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSW3tAQdXc206BHfHPikuUwWu_Rn_bnqOFtDw&s
PS22570-HO 107,$192.19 ,Casa,ZARA,Cesto circular para ropa sucia con interior forrado y asas de algodón.,43cm x 35.5cm,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSW3tAQdXc206BHfHPikuUwWu_Rn_bnqOFtDw&s
PS22572-HO 110,$26.06 ,Bar,SNAP,Destapador de madera con interior metálico.,17.7cm x 4cm,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSW3tAQdXc206BHfHPikuUwWu_Rn_bnqOFtDw&s
PS22567-HO 104,$188.53 ,Tazas,CHIP,Taza de cerámica con cuchara de acero inoxidable y plato de cerámica.,18cm x 18cm,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSW3tAQdXc206BHfHPikuUwWu_Rn_bnqOFtDw&s
PS22565-HO 102,$113.25 ,Tazas,AVELLANEDA,Taza de cerámica con acabado mate y base de madera.,11cm x 9cm,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSW3tAQdXc206BHfHPikuUwWu_Rn_bnqOFtDw&s
PS22559-HO 096,$22.50 ,Bebidas,BOTTLE,Destapador con mango de madera y cordón.,15.1cm x 4cm,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSW3tAQdXc206BHfHPikuUwWu_Rn_bnqOFtDw&s
PS22560-HO 097,$83.63 ,Cocina,PANNA,"Set de bambú para cocina que incluye base, cuchara, cuchara con medidor de porciones, pala y volteador.",14.3cm x 8cm,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSW3tAQdXc206BHfHPikuUwWu_Rn_bnqOFtDw&s
PS22555-HO 092,$399.38 ,Bar,SIX,Portabotellas de madera con destapador.,31.2cm x 28cm,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSW3tAQdXc206BHfHPikuUwWu_Rn_bnqOFtDw&s
PS22557-HO 094,$21.09 ,Bolsas,EAT,Set de 2 bolsas de eva.,20cm x 26cm,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSW3tAQdXc206BHfHPikuUwWu_Rn_bnqOFtDw&s
PS22558-HO 095,$448.41 ,Bebidas,MARTINI,"Set de preparación de bebidas con base de madera sólida. Incluye 7 piezas: Shaker con colador y tapa, pinzas, saca corchos, dosificador, colador/mezclador, cuchara y macerador.",23.5cm x 8.2cm,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSW3tAQdXc206BHfHPikuUwWu_Rn_bnqOFtDw&s
PS22551-FM 23089,$39.51 ,Bolígrafos,ALMERIA,"Bolígrafo metálico con clip, detalles en color negro en el cuerpo y mecanismo retráctil.",13.8cm x 1.1cm,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSW3tAQdXc206BHfHPikuUwWu_Rn_bnqOFtDw&s
PS22554-HO 091,$82.31 ,Bar,BIER,Destapador con imán para refrigerador.,20cm x 12.5cm,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSW3tAQdXc206BHfHPikuUwWu_Rn_bnqOFtDw&s
PS22553-HO 090,$11.63 ,Bar,CORONA,Destapador metálico con doble aro.,17.7cm x 4cm,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSW3tAQdXc206BHfHPikuUwWu_Rn_bnqOFtDw&s
PS22548-FM 23051,$22.57 ,Bolígrafos,PALERMO,"Bolígrafo con acabado rubber, clip metálico y mecanismo retráctil.",14.5cm x 1.2cm,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSW3tAQdXc206BHfHPikuUwWu_Rn_bnqOFtDw&s
PS22549-FM 23056,$28.78 ,Bolígrafos,DANTE,Bolígrafo metálico roller.,13.8cm x 1.1cm,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSW3tAQdXc206BHfHPikuUwWu_Rn_bnqOFtDw&s
PS22550-FM 23057,$15.23 ,Bolígrafos,PRATO,Bolígrafo metálico con mecanismo retráctil.,14.1cm x 1cm,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSW3tAQdXc206BHfHPikuUwWu_Rn_bnqOFtDw&s
PS22545-EP 22020,$7.06 ,Bolígrafos,PEKIN,Bolígrafo de bambú libre de tinta.,14.6cm x 0.9cm,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSW3tAQdXc206BHfHPikuUwWu_Rn_bnqOFtDw&s
PS22546-FM 20153,$33.30 ,Bolígrafos,SIENA,"Bolígrafo con acabado rubber, clip metálico y mecanismo retráctil.",14.3cm x 1.2cm,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSW3tAQdXc206BHfHPikuUwWu_Rn_bnqOFtDw&s
PS22547-FM 22030,$39.51 ,Bolígrafos,OPORTO,Bolígrafo metálico con mecanismo retráctil y clip.,14cm x 1.2cm,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSW3tAQdXc206BHfHPikuUwWu_Rn_bnqOFtDw&s
PS22541-CP 084,$113.25 ,Belleza,HILARY,"Cosmetiquera con interior forrado, un compartimento con malla, cierre y en la parte exterior cuenta con asa.",18cm x 22.7cm,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSW3tAQdXc206BHfHPikuUwWu_Rn_bnqOFtDw&s
PS22538-CP 081,$67.97 ,Accesorios,ANNIE,"Organizador de joyas, cuenta con 3 ganchos, 6 ranuras y compartimentos para accesorios.",9.5cm x 9cm,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSW3tAQdXc206BHfHPikuUwWu_Rn_bnqOFtDw&s
PS22534-CP 077,$116.72 ,Viaje,SAVOY,"Set de viaje con 3 compartimentos, 4 organizadores elásticos, 5 organizadores de plástico de diferentes tamaños y asa.",15cm x 27cm,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSW3tAQdXc206BHfHPikuUwWu_Rn_bnqOFtDw&s
PS22535-CP 078,$61.88 ,Belleza,EVA,Cosmetiquera holográfica transparente.,12.7cm x 20.2cm,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSW3tAQdXc206BHfHPikuUwWu_Rn_bnqOFtDw&s
PS22530-BP 84120,$2.15 ,Bolígrafos,SOLID,"Bolígrafo de plástico de color sólido, con clip, textura y mecanismo retráctil.",13.8cm x 1.1cm,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSW3tAQdXc206BHfHPikuUwWu_Rn_bnqOFtDw&s
PS22526-BP 23558,$3.10 ,Bolígrafos,ELLIS,"Bolígrafo de plástico de color sólido, con clip blanco y mecanismo de click.",14cm x 1cm,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSW3tAQdXc206BHfHPikuUwWu_Rn_bnqOFtDw&s
PS22527-BP 23559,$3.83 ,Bolígrafos,CORTEZ,Bolígrafo de plástico con clip transparente.,14cm x 1.1cm,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSW3tAQdXc206BHfHPikuUwWu_Rn_bnqOFtDw&s
PS22529-BP 5265C,$2.60 ,Bolígrafos,CARTOON,Bolígrafo de cartón de colores con clip de plástico.,14cm x 0.9cm,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSW3tAQdXc206BHfHPikuUwWu_Rn_bnqOFtDw&s
PS22523-BP 23188,$10.28 ,Bolígrafos,KAI,"Bolígrafo con acabado rubber, grip de bambú y goma touch screen.",14.6cm x 1cm,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSW3tAQdXc206BHfHPikuUwWu_Rn_bnqOFtDw&s
PS22525-BP 23199,$8.18 ,Bolígrafos,NARA,"Bolígrafo de plástico con grip de bambú, clip, goma touch screen y 4 tintas.",15cm x 1cm,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSW3tAQdXc206BHfHPikuUwWu_Rn_bnqOFtDw&s
PS22521-BP 21041,$3.16 ,Bolígrafos,DAKA,"Bolígrafo con acabado rubber, clip y mecanismo de click.",13.9cm x 0.9cm,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSW3tAQdXc206BHfHPikuUwWu_Rn_bnqOFtDw&s
PS22522-BP 23184,$12.98 ,Bolígrafos,DALIA,"Bolígrafo de bambú con clip, grip de goma, mecanismo de click y goma touch screen.",14.2cm x 1.1cm,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSW3tAQdXc206BHfHPikuUwWu_Rn_bnqOFtDw&s
PS22516-BL 192,$147.19 ,Mochilas,MONT,"Mochila de yute con forro, 2 compartimentos en la parte interior, correa y cordones de algodón.",46.5cm x 23cm,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSW3tAQdXc206BHfHPikuUwWu_Rn_bnqOFtDw&s
PS22518-BL 194,$100.31 ,Bolsas,COLMAR,Bolsa de yute con doble asas de madera y fuelle.,34.5cm x 38.5cm,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSW3tAQdXc206BHfHPikuUwWu_Rn_bnqOFtDw&s
PS22512-BL 188,$227.81 ,Maletas,ALPES,"Maleta con 1 compartimento principal, 2 compartimentos frontales, zapatera, 1 compartimento lateral y asas.",28.6cm x 48cm,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSW3tAQdXc206BHfHPikuUwWu_Rn_bnqOFtDw&s
PS22511-BL 187,$283.59 ,Mochilas,SUWON,"Mochila con abertura 360, 1 compartimento principal con resortes, bolsa frontal, organizador interno y porta llaves. Incluye bolsa de seguridad con porta laptop de 16"" y asa.",42cm x 29cm,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSW3tAQdXc206BHfHPikuUwWu_Rn_bnqOFtDw&s
PS22501-BL 176,$319.69 ,Maletas,LEDIAN,"Maleta con asas, zapatera, 1 compartimento principal, 1 compartimento frontal y cierres.",31cm x 44.5cm,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSW3tAQdXc206BHfHPikuUwWu_Rn_bnqOFtDw&s
PS22502-BL 178,$25.36 ,Bolsas,LIFE,Bolsa ecológica de cartón cosida y laminada con asa de non woven.,30.5cm x 37cm,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSW3tAQdXc206BHfHPikuUwWu_Rn_bnqOFtDw&s
PS22504-BL 180,$390.19 ,Mochilas,FIND,"Mochila con compartimento principal, espacio para laptop de17"", dos compartimetos frontales, malla lateral, asa y banda reflejante.",44cm x 28cm,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSW3tAQdXc206BHfHPikuUwWu_Rn_bnqOFtDw&s
PS22497-BL 172,$482.81 ,Mochilas,CITY BACKPACK,"Mochila con 3 compartimentos: 1 compartimento principal con porta laptop acolchada, 2 frontales con cierres, 2 laterales con malla, correas de hombro ajustables y asa superior.",30.5cm x 46cm,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSW3tAQdXc206BHfHPikuUwWu_Rn_bnqOFtDw&s
PS22498-BL 173,$324.38 ,Mochilas,TIANA,"Mochila de 2 compartimentos: 1 compartimento con porta laptop acolchado, 1 compartimento frontal y asas en parte superior.",36cm x 38.5cm,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSW3tAQdXc206BHfHPikuUwWu_Rn_bnqOFtDw&s
PS22500-BL 175,$202.50 ,Mochilas,DORA,"Mochila de 3 compartimentos. 2 compartimentos con cierre, 1 bolsillo frontal y asa superior.",39cm x 27.5cm,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSW3tAQdXc206BHfHPikuUwWu_Rn_bnqOFtDw&s
PS22495-BL 168,$224.91 ,Maletas,VALENCIA,"Maleta deportiva con 4 compartimentos: 1 compartimento principal, 1 compartimento para calzado, 1 compartimento lateral 1 frontal, 2 asas y correo ajustable.",31.5cm x 48.5cm,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSW3tAQdXc206BHfHPikuUwWu_Rn_bnqOFtDw&s
PS22491-BL 164,$279.38 ,Mochilas,SEEKER,"Mochila con compartimento principal, porta laptop de 18"", 2 bolsas laterales, 3 bolsas frontales, 1 bolsa trasera y puerto de carga USB.",45.5cm x 35cm,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSW3tAQdXc206BHfHPikuUwWu_Rn_bnqOFtDw&s
PS22487-BL 159,$90.19 ,Bolsas,CUBA,"Bolsa de yute laminada con algodón, fuelle y asas.",32cm x 39.5cm,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSW3tAQdXc206BHfHPikuUwWu_Rn_bnqOFtDw&s
PS22488-BL 160,$105.00 ,Bolsas,BACALAR,"Bolsa de yute laminada, cosida y con asas de algodón.",35.5cm x 41cm,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSW3tAQdXc206BHfHPikuUwWu_Rn_bnqOFtDw&s
PS22489-BL 161,$135.94 ,Bolsas,MALDIVAS,"Bolsa de yute con loneta,interior laminado con asas, fuelle y cierre.",40cm x 45.5cm,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSW3tAQdXc206BHfHPikuUwWu_Rn_bnqOFtDw&s
PS22485-BL 157,$87.47 ,Bolsas,VENTURE,"Bolsa porta documentos de 3 compartimentos. Compartimento principal, 2 compartimentos frontales con zipper y correa ajustable.",25cm x 21cm,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSW3tAQdXc206BHfHPikuUwWu_Rn_bnqOFtDw&s
PS22483-BL 155,$774.00 ,Maletas,ODYSSEY,"Maleta de plástico para viaje, con doble rueda giratoria, asa metálica retráctil y candado de seguridad.",49cm x 34.1cm,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSW3tAQdXc206BHfHPikuUwWu_Rn_bnqOFtDw&s
PS22477-BL 149,$57.28 ,Cangurera,ZAC,"Cangurera con 3 compartimentos, 2 en la parte frontal, 1 en la parte trasera, cinta ajustable a la cintura y broche de seguridad a presión.",13cm x 34cm,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSW3tAQdXc206BHfHPikuUwWu_Rn_bnqOFtDw&s
PS22476-BL 148,$194.16 ,Bolsas,ARNOLD,Bolsa de hombro con uno compartimento de seguridad y uno frontal. Incluye franja antirreflejante en la parte frontal y asa superior.,36.5cm x 21.5cm,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSW3tAQdXc206BHfHPikuUwWu_Rn_bnqOFtDw&s
PS22478-BL 150,$96.56 ,Cangurera,TOM,"Cangurera con 4 compartimentos, 3 en la parte frontal, 1 en la parte trasera, cinta ajustable a la cintura y broche de seguridad a presión.",17cm x 38cm,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSW3tAQdXc206BHfHPikuUwWu_Rn_bnqOFtDw&s
PS22471-BL 143,$187.50 ,Mochilas,CORDOBA,"Mochila de seguridad con porta laptop, 2 bolsas, doble cierre y asa superior.",42cm x 33cm,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSW3tAQdXc206BHfHPikuUwWu_Rn_bnqOFtDw&s
PS22467-BL 139,$214.31 ,Mochilas,SENA,"Mochila con porta laptop, doble cierre, una pequeña bolsa frontal y 2 mallas elásticas laterales.",43cm x 26.5cm,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSW3tAQdXc206BHfHPikuUwWu_Rn_bnqOFtDw&s
PS22468-BL 140,$160.69 ,Mochilas,TAZ,Mochila con 2 compartimentos y doble cierre.,40cm x 27cm,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSW3tAQdXc206BHfHPikuUwWu_Rn_bnqOFtDw&s
PS22074-AL 19139,$11.01 ,Bolígrafos,OTAWA,"Bolígrafo con acabado rubber, clip de plástico, goma touch screen, mecanismo de click y marca textos.",14.1cm x 1cm,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSW3tAQdXc206BHfHPikuUwWu_Rn_bnqOFtDw&s
PS22465-BL 137,$187.50 ,Maletas,DERBI,"Maleta de 2 compartimentos, doble cierre, doble asa y correa ajustable.",24cm x 48cm,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSW3tAQdXc206BHfHPikuUwWu_Rn_bnqOFtDw&s
PS22612-LON 034,$105.00 ,Loncheras,CATARA,"Lonchera con compartimento principal plástificado, asa y correa ajustable.",20cm x 26.5cm,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSW3tAQdXc206BHfHPikuUwWu_Rn_bnqOFtDw&s
PS22499-BL 174,$109.22 ,Bolsas,ELSA,Bolsa amplia bicolor con cierre y asas.,35cm x 44cm,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSW3tAQdXc206BHfHPikuUwWu_Rn_bnqOFtDw&s
PS22543-CP 086,$65.63 ,Neceser,ODI,Cosmetiquera de gamuza con cierre.,8cm x 18cm,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSW3tAQdXc206BHfHPikuUwWu_Rn_bnqOFtDw&s
PS21996-BL 177,$4.69 ,Textil,FOREST,Mini bolsa ecológica termosellada con asa y fuelle.,23.7cm x 19.5cm,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSW3tAQdXc206BHfHPikuUwWu_Rn_bnqOFtDw&s
PS22000-CP 074,$89.25 ,Casa,MONK,Zapatera portátil con malla y asa.,35cm x 20cm,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSW3tAQdXc206BHfHPikuUwWu_Rn_bnqOFtDw&s
PS21994-BL 170,$532.50 ,Mochilas,GEOLITE ESSENTIAL,"Mochila con compartimento acolchado para laptop, correas de hombro ajustables y bolsillo frontal.",44cm x 30cm,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSW3tAQdXc206BHfHPikuUwWu_Rn_bnqOFtDw&s
PS21999-CP 073,$89.25 ,Neceser,LANUS,Neceser con compartimento frontal y asa.,15.5cm x 23cm,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSW3tAQdXc206BHfHPikuUwWu_Rn_bnqOFtDw&s
PS22001-HO 043P,$225.00 ,Bebidas,KANKAN,"Jarra con doble pared de acero inoxidable, asa, boquilla y tapa enroscable de plástico. Cuenta con botón a presión para servir tus bebidas.",16.5cm x 12cm,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSW3tAQdXc206BHfHPikuUwWu_Rn_bnqOFtDw&s
PS12611-TL 030,$271.88 ,Outdoor,CAMARENA,Cama de poliéster portátil para playa. Su respaldo es ajustable de acuerdo a la posición deseada.,48cm x 147cm,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSW3tAQdXc206BHfHPikuUwWu_Rn_bnqOFtDw&s
